JOB_NUMBER,USER,TIMESTAMP,COMMIT_ID,BRANCH,PLATFORM,MODE,VERSION,MODIFY_LOG,BUILD_ACTION,PACKAGE_MODE,IPA_METHOD,BUILD_CODE,ALIAS,PATCH_PLATFORM_MODE,PATCH_VERSION,PATCH_COMMIT
94,NO_JOB,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
95,NO_JOB,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
96,NO_JOB,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
97,NO_JOB,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
98,NO_JOB,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
99,NO_JOB,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
100,NO_JOB,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
101,NO_JOB,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
102,NO_JOB,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
103,sagittarius,1580970254884,2d9d96ad1c5b9789ba0730f62a50ef5c2bfaf461,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
104,sagittarius,1580973829237,2d9d96ad1c5b9789ba0730f62a50ef5c2bfaf461,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
105,sagittarius,1580973900660,2d9d96ad1c5b9789ba0730f62a50ef5c2bfaf461,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
106,sagittarius,1580974004061,2d9d96ad1c5b9789ba0730f62a50ef5c2bfaf461,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
107,sagittarius,1580974550935,2d9d96ad1c5b9789ba0730f62a50ef5c2bfaf461,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
108,sagittarius,1580975055566,2d9d96ad1c5b9789ba0730f62a50ef5c2bfaf461,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
109,sagittarius,1580975242694,2d9d96ad1c5b9789ba0730f62a50ef5c2bfaf461,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
110,sagittarius,1580978798293,09255b462625338b630b040c20e35421f719db10,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
111,zhouyuan,1580987740713,09255b462625338b630b040c20e35421f719db10,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
112,zhouyuan,1580987962701,09255b462625338b630b040c20e35421f719db10,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
113,zhouyuan,1581043672914,f96c8c7c19b5eb58903a605db1b88c9d342789d6,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
114,zhouyuan,1581063225791,e5a4c900a2949d57772b03020032cf87a7a4daee,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
115,zhouyuan,1581064351556,27dd9a64313c752de20fb36721916368b8fb980b,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
116,sagittarius,1581082393013,e6dfe3a2885ed7ec916b35d4c2a23247da3ca170,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
117,sagittarius,1581139268675,ef9dd88ee5ba5378e43d10354f2cabaaa4c2665d,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
118,sagittarius,1581139487542,a8d5a132788f521c913feae61d7cef7f8ffbdf73,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
119,sagittarius,1581141025861,a8d5a132788f521c913feae61d7cef7f8ffbdf73,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
120,sagittarius,1581141078057,a8d5a132788f521c913feae61d7cef7f8ffbdf73,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
121,sagittarius,1581141131781,a8d5a132788f521c913feae61d7cef7f8ffbdf73,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
122,sagittarius,1581141198570,a8d5a132788f521c913feae61d7cef7f8ffbdf73,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
123,zhouyuan,1581151849165,a2f5dbe53023308d98d5d91a07ce14958b46d81e,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
124,sagittarius,1581156270640,a2f5dbe53023308d98d5d91a07ce14958b46d81e,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
125,sagittarius,1581157901617,a2f5dbe53023308d98d5d91a07ce14958b46d81e,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
126,sagittarius,1581159320627,a2f5dbe53023308d98d5d91a07ce14958b46d81e,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
127,sagittarius,1581160413706,7c13631b99fc8c21ceaafce115fac7c64dae6cf4,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
128,sagittarius,1581162174354,5b17f7dc0632b147ada5335991bcb8fda4b503fe,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
129,sagittarius,1581162976297,5b17f7dc0632b147ada5335991bcb8fda4b503fe,origin/lua,ios,release,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
130,sagittarius,1581164457569,5b17f7dc0632b147ada5335991bcb8fda4b503fe,origin/lua,ios,release,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
131,sagittarius,1581165187144,5b17f7dc0632b147ada5335991bcb8fda4b503fe,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
132,sagittarius,1581166090936,5b17f7dc0632b147ada5335991bcb8fda4b503fe,origin/lua,ios,release,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
133,sagittarius,1581217311510,792ca59f2717eb91359b94219d2b970f311b6b99,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
134,sagittarius,1581217957311,7943268a4b40df7c611a472fe7078fabf25318ed,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
135,sagittarius,1581219127142,f5fca27839d3d5991878546036346bfd97cad82c,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
136,sagittarius,1581219764723,a7d84c27966f86aa85cab0e76a70aca42e7db05d,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
137,sagittarius,1581219815000,a7d84c27966f86aa85cab0e76a70aca42e7db05d,origin/lua,ios,release,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
138,zhouyuan,1581298761765,a7d84c27966f86aa85cab0e76a70aca42e7db05d,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
139,zhouyuan,1581341064884,f54d8b4dc0e8b77f8157c77420508d69096edb8c,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
140,zhouyuan,1581395927759,da6e14e2c8ae16aa99d194d11599c72f40f1e627,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
141,sagittarius,1581397072629,da6e14e2c8ae16aa99d194d11599c72f40f1e627,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
142,sagittarius,1581397356751,da6e14e2c8ae16aa99d194d11599c72f40f1e627,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
143,sagittarius,1581397626215,b245fed79b540f9a687dbd3cbfdd1d30cc6e2245,origin/lua,android,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
144,sagittarius,1581397682041,b245fed79b540f9a687dbd3cbfdd1d30cc6e2245,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
145,zhouyuan,1581409939222,a5fd7c87d961e563c411e993eb7d24f6f0ed8eb1,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
146,zhouyuan,1581410253531,a5fd7c87d961e563c411e993eb7d24f6f0ed8eb1,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
147,sagittarius,1581421703154,b0af007d99b7cb2c9bcefd5b70b75dc2e9cf4a33,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
148,zhouyuan,1581429024241,3d469594a680e55bc302e0e43d3520b0f04aeaa0,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
149,sagittarius,1581479162113,ca531216e6d9e6b9c75083aedd0994891d511f88,origin/release/v1.0.7,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
150,sagittarius,1581479298982,14ccbe01a31da97a71ee095a0f3d192f0b98490e,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
151,sagittarius,1581481996792,UNDEFINED,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
152,sagittarius,1581482406069,14ccbe01a31da97a71ee095a0f3d192f0b98490e,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
153,sagittarius,1581488617299,c20edf218fcf7515bbb5fecce4815857528ee746,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
154,sagittarius,1581489497377,b1546e914fa71b5a55b1f5fde68d264e7915d60c,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
155,zhouyuan,1581491943988,57cfa11c9a43e743dc1a55c3ef6195beb986678a,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
156,zhouyuan,1581494627449,f83d98c70844e8878ff6efe839a4957c401490c2,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
157,zhouyuan,1581499343564,700d466b13d7fd7beb469c5df1d6697d57785898,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
158,zhouyuan,1581500115583,2b7f1637115638be623fb9ac416f20b1ef8afbaf,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
159,zhouyuan,1581558892336,d1faa4760383ee6dbb37957d0d86c660d6246a17,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
160,zhouyuan,1581567547619,2f11777f54226d579dba6dda7f891024095b7b5c,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
161,zhouyuan,1581586192484,d4c06f4d52389e0b0d11974e317d89f05f3180e0,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
162,zhouyuan,1581587025326,1492cc99fd86964fd24fe0634c60ed633c76e679,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
163,zhouyuan,1581597519575,bf9bfb470e61d551113aa7314628e2ee18ae5ded,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
164,zhouyuan,1581645542672,bf9bfb470e61d551113aa7314628e2ee18ae5ded,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
165,zhouyuan,1581651876096,90460b6631c1c5612c88bde83b60a7b0631504f7,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
166,zhouyuan,1581654960164,f8ee2bfec83aeea7c0da4b799e8287764d3167f7,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
167,zhouyuan,1581680830361,12aff9e29d5c1f1c17d2d054ac42dbed5d1c7139,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
168,zhouyuan,1581685781602,180d7d9ab083c7da14d87b327e79390e30da4d74,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
169,zhouyuan,1581734261496,757edccbe7df998a45380415a51491acc5ed7d34,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
170,sagittarius,1581756928759,bfe3b9fd8bd9a559b0b9ae404c6361031813fca5,origin/release/v1.0.7,ios,release,1.0.7,1.增加新章节：City Street 2.增加了一些新的天赋 3.增加关卡进度奖励 4.增加等级奖励 5.关卡中可随机遇到NPC：Life Master，可完全恢复玩家的生命值 6.关卡中可随机遇到NPC：Experience Master，可直接将玩家提升到下一级 7.关卡中可随机进入奖励关卡，可获得大量金币和一些宝石奖励 8.调整了一些关卡元素的碰撞盒，使之更符合视觉认知 9.修复了部分回复护盾的效果变成回复生命值的BUG 10.替换狙击枪和冲锋枪的角色外型 11.调整了战斗UI（关卡进度和经验值换了位置，优化了BOSS战时的UI显示） 12.统一了冲刺怪物的预警时长 13.修复了碰撞伤害BUG（有些宝箱怪不应该造成碰撞伤害） 14.增加宝箱钥匙道具，可用于开启宝箱 15.装备界面增加了护盾值属性的显示 16.大部分看广告的功能点，首次使用都不用看广告 17.调整了部分关卡难度 18.装备红点提示优化 19.修复了连续丢抛出物的技能可能中途中断的BUG 20.修复了宝箱冷却时间和体力恢复时间切后台后停止计时的BUG 21.将太刀BOSS的地波技能替换为3段突刺技能 22.兔子攻击方式改为十字/米字 23.调整了部分抛出物的碰撞盒大小 24.优化了男僵尸和扳手僵尸的攻击动作 25.修改玩家受伤CD规则，玩家在短时间内不会受到多次伤害 26.修改玩家受击时手机震动规则，闪避、无敌、死亡时被击中时不会再有震动,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
171,zhouyuan,1582076209753,b3197c88419ef1538e1b31021cc34bdb90d254be,origin/lua,ios,debug,1.0.8,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
172,zhouyuan,1582077876878,8a8bbf46dc39d088b018aed5c76a692bcba9de1e,origin/lua,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
173,zhouyuan,1582077915174,8a8bbf46dc39d088b018aed5c76a692bcba9de1e,origin/lua,ios,debug,1.0.8,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
174,sagittarius,1582080213308,09e76de5cf7d1ed645e24f8a296fb32bbe0c82fc,origin/lua,ios,debug,1.0.8,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
175,zhouyuan,1582108914973,91345ea6e016b85c930dcee3a543dab303df6f8c,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
176,sagittarius,1582169601632,126ffacd4929aea8e638f328d2472d179568f58d,origin/lua,ios,debug,1.0.7,测试热更白名单,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
177,sagittarius,1582174180116,f55f4d4f2d99e6c8b4c37f3ce6be33cd804198b7,origin/lua,ios,debug,1.0.7,测试热更白名单,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
178,sagittarius,1582182200465,c71fa25e17fb8296edefda96e821b79889bc9aa2,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
179,sagittarius,1582184521091,d5acbee36cde6ddf6bb8618ce34aaf89e44c8579,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
180,zhouyuan,1582194935534,65e301151afb0500428506559fdf1873d2b66b46,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
181,zhouyuan,1582249033910,7f12843565cdbaa5bd4d2bd8afb2c142feaf7d72,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
182,zhouyuan,1582254369989,b8b3afc25980780d75f77e0fd1bece5da9272d23,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
183,zhouyuan,1582256122150,be09b4042603d1fd6e59a88f4cef5466d79b3a39,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
184,sagittarius,1582259215445,9acf02096340b57219b029b1ab942a6a4179a3f0,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch_fixed,UNDEFINED,UNDEFINED,13,UNDEFINED,ios_debug,201838f1_1_0_7,047a927405dff1f6a7557a7e06d2d855
185,sagittarius,1582259729763,6d85e77affe4dadab4e50f40c6d2fdcac7074884,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
186,sagittarius,1582266008164,c5da533cfb363f56a5c211b4d2964992cc45be22,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
187,sagittarius,1582266996192,c5da533cfb363f56a5c211b4d2964992cc45be22,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch_fixed,UNDEFINED,UNDEFINED,13,UNDEFINED,ios_debug,201838f1_1_0_7,c51704f02c17ed54e2fc70c1b0b37477
188,sagittarius,1582267306529,c5da533cfb363f56a5c211b4d2964992cc45be22,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch_fixed,UNDEFINED,UNDEFINED,13,UNDEFINED,ios_debug,201838f1_1_0_7,c5da533cfb363f56a5c211b4d2964992cc45be22
189,sagittarius,1582267435158,c5da533cfb363f56a5c211b4d2964992cc45be22,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch_fixed,UNDEFINED,UNDEFINED,13,UNDEFINED,ios_debug,201838f1_1_0_7,c5da533cfb363f56a5c211b4d2964992cc45be22
190,sagittarius,1582267600289,3562d8153c8290c2323f02aa561bd1f8c3746b64,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch_fixed,UNDEFINED,UNDEFINED,13,UNDEFINED,ios_debug,201838f1_1_0_7,c5da533cfb363f56a5c211b4d2964992cc45be22
191,sagittarius,1582267891672,3562d8153c8290c2323f02aa561bd1f8c3746b64,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch_fixed,UNDEFINED,UNDEFINED,13,UNDEFINED,ios_debug,201838f1_1_0_7,c5da533cfb363f56a5c211b4d2964992cc45be22
192,sagittarius,1582267983385,3562d8153c8290c2323f02aa561bd1f8c3746b64,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch_fixed,UNDEFINED,UNDEFINED,13,UNDEFINED,ios_debug,201838f1_1_0_7,c5da533cfb363f56a5c211b4d2964992cc45be22
193,sagittarius,1582268213646,6b0bfcc26d7da1e03a9021b5c128bdf151faf6fd,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch_fixed,UNDEFINED,UNDEFINED,13,UNDEFINED,ios_debug,201838f1_1_0_7,c5da533cfb363f56a5c211b4d2964992cc45be22
194,sagittarius,1582269343261,da14558a7341e8745e7fb5c62fcabb24d656e022,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
195,sagittarius,1582269563511,da14558a7341e8745e7fb5c62fcabb24d656e022,origin/lua,ios,debug,1.0.8,UNDEFINED,upload_patch_fixed,UNDEFINED,UNDEFINED,13,UNDEFINED,ios_debug,201838f1_1_0_7,da14558a7341e8745e7fb5c62fcabb24d656e022
196,sagittarius,1582287264863,d51e3c80e5ea7f2b8ea99d5942604621081ab172,origin/lua,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
197,zhouyuan,1582514116919,bfe3b9fd8bd9a559b0b9ae404c6361031813fca5,v1.0.7.1/280d62a,ios,debug,1.0.7,UNDEFINED,build_app,UNDEFINED,adhoc ,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
198,zhouyuan,1582515078994,efdcfdcedf55f9479bf2081f07a281a462ecd79c,origin/release/1.0.7.2,ios,debug,1.0.7,UNDEFINED,upload_patch,UNDEFINED,UNDEFINED,13,UNDEFINED,UNDEFINED,UNDEFINED,UNDEFINED
199,sagittarius,1582537053500,0030c2947cb02445662a23d8c47f052399827384,origin/lua,android,debug,1.0.8,UNDEFINED,build_app,UNDEFINED,UNDEFINED,3,nick,UNDEFINED,UNDEFINED,UNDEFINED
